Minutes,SBP,MAP,DBP,Salt,CO,TPR,GFR,RBF,Urine Na,Urine Volume,Left PT Reabsorption,Right PT Reabsorption,Left Loop Reabsorption,Right  Loop Reabsorption,MD Na,Left DT Reabsorption,Right DT Reabsorption,Left CD Reabsorption,Right CD Reabsorption,Renin,Ang II,Aldosterone,ANP,[Na+],[K+],Blood Volume,Left Efferent Arteriolar Resistance,Right Efferent Arteriolar Resistance,Left Afferent Arteriolar Resistance,Right Afferent Arteriolar Resistance,ECFV,Na Mass,Right Renal Ganglia,Left Renal Ganglia
44640,122.1597424,93.70420734,76.63088631,500,5737.8267,0.016093003,110.4298327,1210.508159,0.348219445,1.606841191,3.090923415,4.255551461,2.454276708,3.147304097,56.01570906,0.533943543,0.683028005,0.3,0.389623121,0.383599065,2.9,170.9919172,24.25916007,144.8601207,4.351484968,5721.049682,0.085249153,0.066564407,0.073248008,0.055037594,15.93901811,2308.928087,1.514193587,1.514193587
54720,122.6024052,94.25628841,77.24861835,500,5718.844363,0.016251234,110.4643681,1213.742167,0.346670179,1.607011653,3.112844892,4.243561097,2.451498981,3.149086929,55.95283004,0.533413189,0.683073299,0.3,0.391106112,0.375321619,2.9,170.775203,23.88006224,144.8986595,4.344350007,5704.899992,0.085459382,0.066728559,0.073575586,0.055527095,15.91888031,2306.624417,1.518070881,1.518070881
12240,108.4265453,82.69013381,67.24828693,180,5236.99529,0.015683002,107.3433924,1114.897169,0.127994584,0.421825374,3.284102235,4.736618755,2.141168167,2.71519386,48.07335479,0.501419387,0.664591411,0.182546641,0.215448531,1.033290329,2.9,221.2663362,14.0850225,144.0520848,4.499613032,5380.534126,0.090732452,0.070845887,0.062536832,0.044683266,15.41010782,2219.858159,1.615644917,1.615644917
12240,108.4265453,82.69013381,67.24828693,1000,5236.99529,0.015683002,107.3433924,1114.897169,0.127994584,0.421825374,3.284102235,4.736618756,2.141168167,2.71519386,48.07335479,0.501419387,0.664591411,0.182546641,0.215448531,1.033290329,2.9,221.2663362,14.0850225,144.0520848,4.499613032,5380.534126,0.090732452,0.070845887,0.062536832,0.044683266,15.41010782,2219.858159,1.615644917,1.615644917
12960,115.6644617,85.53207561,67.45264396,1000,5937.215157,0.013953123,104.3841258,1128.227509,0.361243313,0.246771203,2.743417639,4.350327168,2.552220172,3.169923527,60.38738661,0.552059426,0.687450043,0.3,0.360592215,0.573987581,2.9,158.1748312,32.79423157,153.8292293,4.28624633,6083.618731,0.080561717,0.062904355,0.072758031,0.05175859,16.45526441,2531.300642,1.407499253,1.407499253
14400,119.8969868,88.46710102,69.60916955,1000,6193.416324,0.013711021,109.2952092,1187.624676,0.729893224,0.933714998,2.542456038,4.152977154,2.628377928,3.252927642,64.8021876,0.675570162,0.756894194,0.3,0.4,0.476982212,2.9,145.6371547,44.86908256,150.4069082,4.288118702,6351.301111,0.078032943,0.060929833,0.071358684,0.051214508,16.74091909,2517.949882,1.389861352,1.389861352
24480,130.4497616,100.4466732,82.44482017,1000,6032.568841,0.016349331,116.2664718,1263.411164,0.725701281,2.2122853,3.092980084,4.016161887,2.582589315,3.335509199,61.0125437,0.649468583,0.824095739,0.3,0.4,0.400239591,2.9,158.3938875,29.75034299,143.5366879,4.3237885,5915.208994,0.082862479,0.06470084,0.078925189,0.06094946,16.29164062,2338.448134,1.488263556,1.488263556
34560,131.0979537,102.0400053,84.60523631,1000,5859.666531,0.017169999,117.2303015,1269.516678,0.687670428,1.949361319,3.224697434,4.024906713,2.569304335,3.343079722,59.92962055,0.635676302,0.822053865,0.3,0.4,0.349325711,2.9,162.2917172,27.11047278,142.6991571,4.311639837,5785.662018,0.084489494,0.065971249,0.079548687,0.062230647,16.14399587,2303.734603,1.512536713,1.512536713
44640,131.4194492,102.6397372,85.37191003,1000,5804.265212,0.017449196,117.5036272,1271.208919,0.685209686,1.837271234,3.261442382,4.020059144,2.575678047,3.356160224,59.90196056,0.638547971,0.82851732,0.3,0.4,0.321861064,2.9,163.8601854,26.74692401,142.9089713,4.295659578,5757.46752,0.084827873,0.066235462,0.079994406,0.062854349,16.1185685,2303.488043,1.51576727,1.51576727
54720,131.8937457,103.3218202,86.17866491,1000,5765.235191,0.017699653,117.3961263,1271.853461,0.677170023,1.991380738,3.289703993,4.000204985,2.570189888,3.360973798,59.68730452,0.633466048,0.830114994,0.3,0.4,0.310738623,2.9,165.3792306,25.98641535,143.0158023,4.287914959,5728.645518,0.085193639,0.066521061,0.080713034,0.063680049,16.09062538,2301.213697,1.521082178,1.521082178
