Minutes,SBP,MAP,DBP,Salt,CO,TPR,GFR,RBF,Urine Na,Urine Volume,Left PT Reabsorption,Right PT Reabsorption,Left Loop Reabsorption,Right  Loop Reabsorption,MD Na,Left DT Reabsorption,Right DT Reabsorption,Left CD Reabsorption,Right CD Reabsorption,Renin,Ang II,Aldosterone,ANP,[Na+],[K+],Blood Volume,Left Efferent Arteriolar Resistance,Right Efferent Arteriolar Resistance,Left Afferent Arteriolar Resistance,Right Afferent Arteriolar Resistance,ECFV,Na Mass,Right Renal Ganglia,Left Renal Ganglia
36720,136.5780387,108.8747879,92.25283744,180,5590.11131,0.019227901,32.38618392,339.9962101,0.123648862,0.140737331,0.892618285,1.01928881,0.713008143,0.986355364,61.58901303,0.153518647,0.212767356,0.109264777,0.151434227,0.083079772,2.5,129.5994845,25.36213782,143.1320456,4.310048374,5696.765983,0.342106084,0.267123929,0.317890024,0.25314274,16.16980507,2314.417276,1.515474484,1.515474484
46800,136.7965001,109.1562668,92.57212679,180,5580.354284,0.019323216,32.24074939,340.1597031,0.12255653,0.12021498,0.89428209,1.008694524,0.709655719,0.978117252,61.59686407,0.152878091,0.210540544,0.109054591,0.150187727,0.078434105,2.5,128.9363409,25.12927472,142.9169629,4.301025699,5678.378045,0.343083009,0.267886733,0.319711916,0.253327824,16.15571232,2308.925339,1.519883437,1.519883437
56880,136.7451146,109.2170151,92.70015545,180,5560.260629,0.019413729,32.34304742,338.6489123,0.122164425,0.109270837,0.903574071,1.009773842,0.710701386,0.975310698,61.75767392,0.153417301,0.209966867,0.109643698,0.150058328,0.076452371,2.5,128.6823813,24.7520503,142.7432782,4.293970054,5659.613365,0.344056351,0.26864674,0.323362483,0.255044852,16.13787924,2303.573785,1.523235686,1.523235686
66960,136.6363376,109.1607918,92.67546426,180,5549.647524,0.019441293,32.23011685,338.4816478,0.121571804,0.101048385,0.896032087,1.010011831,0.70484591,0.973844147,61.6240453,0.151862552,0.20969074,0.108583983,0.149931997,0.075516785,2.5,128.4035021,24.75322257,142.6316028,4.288335321,5655.312742,0.344198688,0.26875788,0.322220517,0.255593076,16.13713537,2301.665483,1.523381083,1.523381083
24480,135.9719575,107.9404934,91.12161494,180,5639.586449,0.018851453,32.25404896,341.7124397,0.124909793,0.178335551,0.882814328,1.015966186,0.72339113,0.98156965,61.75018181,0.155728127,0.2111876,0.11034619,0.149643789,0.096484991,2.5,130.0012078,26.3513851,143.4894493,4.321218247,5767.460793,0.338133475,0.264022029,0.312436344,0.246448393,16.2451164,2331.002805,1.495289477,1.495289477
24480,135.9719575,107.9404934,91.12161494,500,5639.586449,0.018851453,32.25404896,341.7124397,0.124909793,0.178335551,0.882814328,1.015966186,0.72339113,0.98156965,61.75018181,0.155728127,0.2111876,0.11034619,0.149643789,0.096484991,2.5,130.0012078,26.3513851,143.4894493,4.321218247,5767.460793,0.338133475,0.264022029,0.312436344,0.246448393,16.2451164,2331.002805,1.495289477,1.495289477
25200,138.4746021,108.8360309,91.05288826,500,5907.412847,0.018010771,32.95132598,347.2019292,0.15019516,0.089456844,0.859543077,1.010964643,0.793690471,1.066884105,66.48556151,0.173363791,0.233830751,0.122007745,0.164562406,0.088293638,2.5,117.0407031,33.85489352,147.7208108,4.254505859,6036.628303,0.32493509,0.25371644,0.317059563,0.247332681,16.65910149,2460.895979,1.445968969,1.445968969
26640,139.9051928,108.1862087,89.15481821,500,6265.849031,0.016477464,43.66010738,415.5275468,0.318340927,0.128154195,0.880436533,1.202667778,1.178500275,1.485834798,74.84033358,0.284519054,0.368872516,0.176985825,0.229458117,0.074635945,2.5,104.4223067,71.81491586,149.012504,4.205548366,6745.134603,0.299042819,0.233499188,0.223296363,0.169088063,17.65404513,2630.673469,1.343998422,1.343998422
36720,147.0764212,115.4677626,96.50256748,500,6219.922288,0.017994971,47.78938887,450.9622186,0.369388376,0.353160571,0.859114946,1.109348889,1.251311877,1.65925332,72.54776059,0.312528212,0.418049302,0.195611385,0.251236583,0.06929514,2.5,119.1791377,73.4865358,141.8712184,4.317388241,6466.217461,0.307269708,0.239922923,0.217752676,0.162493016,17.25392488,2447.835345,1.351511928,1.351511928
46800,152.4592044,121.3469576,102.6796095,500,6193.973568,0.019186187,47.75675099,450.7783887,0.353768455,0.310673741,0.903283145,1.023642071,1.210298918,1.702715008,71.58674717,0.301617012,0.428242705,0.194122702,0.264260316,0.068892758,2.5,120.7889669,66.24076837,140.8055422,4.330404332,6224.70564,0.317158553,0.247644349,0.241637139,0.18189957,17.00648979,2394.608016,1.427845722,1.427845722
